id,name,coach,stadium.id,stadium.name,stadium.city,stadium.capacity,stadium
365,Senegal,,1800.0,Stade Léopold Sédar Senghor,Dakar,60000.0,
366,Tunisia,,1799.0,Stade Olympique de Rades,Rades,60000.0,
367,Saudi Arabia,,1798.0,King Fahd International Stadium,Riyadh,70000.0,
368,Australia NT,,617.0,Coopers Stadium,Adelaide,,
370,South Korea,,1797.0,Seoul Olympic Stadium,Seoul,69950.0,
376,Poland,,160.0,Silesian Stadium,,,
373,Croatia,,112.0,Kaliningrad Stadium,Kaliningrad,35016.0,
375,Iceland,,167.0,Laugardalsvöllur,Reykjavik,15427.0,
309,Huddersfield Town,,65.0,John Smith's Stadium,Huddersfield,24500.0,
275,Atlético Madrid,,24.0,Wanda Metropolitano,Madrid,67829.0,
371,Iran,,1796.0,Azadi Stadium,Teheran,80000.0,
364,Nigeria,,1711.0,Moshood Abiola National Stadium,Abuja,60491.0,
361,Panama,,1601.0,Estadio Rommel Fernández,Panama City,32000.0,
5303,"Ternana Calcio, Women",,1575.0,Stadio Libero Liberati,Terni,22000.0,
416,Czech Republic,,1281.0,Doosan Aréna,Plzeň,11700.0,
400,Ukraine,,189.0,Metalist Stadium,Kharkiv,40003.0,
387,Austria,,330.0,Allianz Stadion,Vienna,28345.0,
386,Algeria,,1795.0,Stade Mustapha Tchaker,Blida,35000.0,
413,MOL Fehérvár FC FC,,195.0,Sóstói,Szekesfehervar,14900.0,
418,Scotland,,169.0,Hampden Park,Glasgow,52063.0,
394,Red Star Belgrade,,125.0,Rajko Mitic,Belgrade,55538.0,
395,FC Dynamo Kyiv,,91.0,NSC Olimpiski,Kiev,70050.0,
396,GNK Dinamo Zagreb,,130.0,Maksimir,Zagreb,35423.0,
385,Norway,,108.0,Ullevaal Stadion,Oslo,25572.0,
389,Chelsea U23,,1569.0,Kingsmeadow,London,4850.0,
390,Avenir Sportif Béziers,,454.0,Stade de La Mediterranee,Beziers,18555.0,
391,Red Star Football Club,,453.0,Stade Pierre Brisson,Beauvais,10178.0,
392,Sociedad Deportiva Huesca,,235.0,El Alcoraz,Huesca,5500.0,
292,BSC Young Boys,,126.0,Stade de Suisse,Bern,31789.0,
397,Northern Ireland,,1232.0,Windsor Park,Belfast,18500.0,
404,Bosnia and Herzegovina,,396.0,Grbavica Stadium,Sarajevo,15000.0,
398,Greece,,294.0,Georgios Kamaras Stadium,Athens,14856.0,
401,Wales,,119.0,Cardiff City Stadium,Cardiff,26828.0,
403,Estonia,,122.0,A. Le Coq Arena,Tallinn,15000.0,
402,Turkey,,1410.0,Atatürk Olimpiyat Stadyumu,Istanbul,75145.0,
405,AEK Athens FC,,176.0,Spiros Louis Olympic Stadium,Athens,69638.0,
407,FK Jablonec,,332.0,Stadion Strelnice,Jablonec,6280.0,
406,FC Shakhtar Donetsk,,189.0,Metalist Stadium,Kharkiv,40003.0,
408,SK Slavia Prague,,149.0,Eden Aréna,Prague,21000.0,
409,FK Astana,,153.0,Astana Arena,Astana,30000.0,
410,FC Copenhagen,,328.0,Parken,Copenhagen,38065.0,
372,Belgium,,611.0,Stade Roi Baudouin,Bruxelles,,
411,Qarabağ FK,,217.0,Baku Olympic Stadium,Baku,69870.0,
414,FK Spartak Moscow,,113.0,Otkrytie Arena,Moscow,44360.0,
415,Republic of Ireland,,163.0,Aviva Stadium,Dublin,51700.0,
417,Slovenia,,198.0,Stozice Stadium,Ljubljana,16100.0,
420,FC Zenit Saint Petersburg,,7.0,Saint Petersburg Stadium,Saint Petersburg,64468.0,
421,Rosenborg BK,,191.0,Lerkendal,Trondheim,21421.0,
422,BATE Borisov,,203.0,Borisov Arena,Borisov,13126.0,
423,Rapid Vienne,,330.0,Allianz Stadion,Vienna,28345.0,
393,PAOK Salonika,,131.0,Toumba,Thessaloniki,28703.0,
424,Galatasaray,,187.0,Ali Sami Yen Spor Kompleksi Turk Telekom Stadium,Istanbul,52650.0,
425,FC Midtjylland,,192.0,MCH Arena,Herning,11809.0,
426,Malmo FF,,193.0,Swedbank Stadion,Malmo,24000.0,
427,Valur Reykjavik,,194.0,Hlídarendi Reykjavik,Reykjavik,2000.0,
428,SK Sturm Graz,,196.0,Merkur Arena,Graz,16764.0,
429,HJK Helsinki,,197.0,Telia 5G -areena,Helsinki,10770.0,
430,FC Spartak Trnava,,161.0,Antona Malatinského,Trnava,17272.0,
431,NK Olimpija Ljubljana,,198.0,Stozice Stadium,Ljubljana,16100.0,
432,Fenerbahce,,201.0,Ulker Stadium Fenerbahce Sukru Saracoglu Complex,Istanbul,50509.0,
792,"Norway, Women",,108.0,Ullevaal Stadion,Oslo,25572.0,
797,"China, Women",,1421.0,Suzhou Olympic Sports Centre Stadium,Suzhou,,
434,FC Flora Tallinn,,122.0,A. Le Coq Arena,Tallinn,15000.0,
436,The New Saints FC,,205.0,Park Hall,Oswestry,2048.0,
437,FC Sheriff Tiraspol,,206.0,Sheriff Stadium,Tiraspol,14300.0,
439,Crusaders FC,,208.0,Seaview,Belfast,3383.0,
440,Vikingur Gota,,209.0,Sarpugerdi Stadium,Nordragota,3000.0,
441,Hapoel Beer Sheva FC,,210.0,Toto Turner Stadium,Beersheba,16126.0,
442,F91 Dudelange,,211.0,Stade Jos Nosbaum,Dudelange,4650.0,
443,FC CFR 1907 Cluj,,212.0,Dr. Constantin Radulescu,Cluj Napoca,23500.0,
444,Valleta FC,,213.0,Mfa Centenary Stadium,Ta' Qali,3000.0,
445,FK Suduva Marijampole,,214.0,Arvi Arena,Marijampole,6250.0,
446,FK Shkendija,,215.0,Ecolog Arena,Tetovo,15000.0,
438,Hsk Zrinjski Mostar,,207.0,Bijeli Brijeg Stadium,Mostar,25000.0,
447,FC Torpedo 2008 Kutaisi,,216.0,Ramaz Shengelia Stadium,Kutaisi,12000.0,
448,FK Sutjeska,,218.0,Stadion Gradski,Niksic,10000.0,
449,FC Santa Coloma,,219.0,Camp D'Esports Del M.i. Consell General,Andorra la Vella,431.0,
450,Spartaks Jurmala,,220.0,Slokas Stadions,Jurmala,2800.0,
451,SP La Fiorita,,221.0,Campo Sportivo Di Montegiardino,Montegiardino,500.0,
452,Cork City,,222.0,Turners Cross,Cork,7365.0,
453,Ludogorets 1945 Razgrad,,223.0,Ludogorets Arena,Razgrad,6500.0,
454,KS Kukesi,,224.0,Zeqir Ymeri Stadium,Kukes,5000.0,
455,Alashkert,,225.0,Alashkert Stadium,Yerevan,6850.0,
457,KF Drita,,227.0,Gjilan City Stadium,Gjilan,15000.0,
793,"South Korea, Women",,1420.0,Goyang Stadium,Goyang,41311.0,
456,Lincoln Red Imps FC,,226.0,Victoria Stadium,Gibraltar,5000.0,
459,Fortuna Sittard,,251.0,Fortuna Sittard Stadion,Sittard-Geleen,12500.0,
5254,"Club Libertad Limpeño, Women",,7154.0,Optaciano Gómez Rivas,Limpio,1800.0,
2439,Ajax Amsterdam U19,,1392.0,Sportpark de Toekomst,Amsterdam,2000.0,
24,Sint-Truidense VV,,261.0,Staaien,Sint- Truiden,14600.0,
462,Royal Antwerp FC,,262.0,Bosuilstadion,Antwerp,16649.0,
463,Bursaspor,,269.0,Timsah Arena,Bursa,43761.0,
464,Trabzonspor,,270.0,Medical Park Arena,Trabzon,43223.0,
465,Erzurum Buyuksehir,,271.0,Kazim Karabekir Stadyumu,Erzurum,23700.0,
466,Antalyaspor,,272.0,Antalya Stadium,Antalya,33000.0,
467,Caykur Rizespor,,273.0,Caykur Didi Stadium,Rize,15558.0,
468,MKE Ankaragucu,,274.0,Osmanli Stadi,Ankara,19626.0,
412,Apollon Limassol FC,,2749.0,Alphamega Stadium,,,
800,"Brazil, Women",,1124.0,Ilha Do Retiro,Recife,35020.0,
469,Goztepe SK,,275.0,Bornova Stadium,Izmir,12500.0,
470,Atiker Konyaspor 1922,,276.0,Konya Büyüksehir Belediyesi Stadium,Konya,41981.0,
471,Kayserispor,,277.0,Kadir Has Stadium,Kayseri,32864.0,
472,Sivasspor,,278.0,Yeni Sivas 4 Eylul Stadium,Sivas,27532.0,
473,Basaksehir FK,,279.0,Basaksehir Fatih Terim Stadium,Istanbul,17319.0,
474,Kasimpasa,,280.0,Recep Tayyip Erdogan Stadium,Istanbul,14234.0,
475,Akhisar Bld Spor,,281.0,Spor Toto Akhisar Stadium,Akhisar,12139.0,
476,Alanyaspor,,282.0,Bahcesehir Okullari Stadium,Alanya,10842.0,
477,Malatya Bld Spor,,283.0,Yeni Malatyspor Stadium,Malatya,27044.0,
478,PAS Giannina FC,,284.0,Zosimades National Stadium,Ioannina,14557.0,
480,Panionios Athens,,286.0,Nea Smyrni,Athens,11700.0,
481,Panathinaikos Athens,,176.0,Spiros Louis Olympic Stadium,Athens,69638.0,
482,Aris Thessaloniki FC,,287.0,Kleanthis Vikelides,Thessaloniki,22800.0,
483,A.O Xanthi,,288.0,Pigadeia-Skoda Xanthi Arena,Xanthi,7422.0,
484,Larisa AEL,,289.0,AEL FC Arena,Larissa,16118.0,
485,Levadiakos FC,,290.0,Levadias Stadium,Levadia,6500.0,
486,Atromitos Athens,,291.0,Peristeri Stadium,Peristeri,10425.0,
487,Asteras Tripolis,,292.0,Theodoros Kolokotronis Stadium,Tripoli,7616.0,
489,GS Apollon Smyrnis,,294.0,Georgios Kamaras Stadium,Athens,14856.0,
490,Lamia,,295.0,Dimotiko Athlitiko Kentro Lamias,Lamia,6000.0,
491,FC Arsenal Kiev,,296.0,Valeriy Lobanovsky Dynamo Stadium,Kiev,16873.0,
492,Karpaty Lviv,,297.0,Ukraina Stadium,Lviv,28051.0,
493,FC Mariupol,,298.0,Volodymyra Boika Stadium,Mariupol,12680.0,
494,FC Vorskla Poltava,,299.0,Butovsky Vorskla Stadium,Poltava,24795.0,
495,FC Chernomorets Odessa,,300.0,Chornomorets Stadium,Odessa,34164.0,
496,FC Zorya Lugansk,,301.0,Slavutych-Arena,Zaporizhia,11983.0,
497,FC Lviv,,138.0,Arena Lviv,Lviv,34915.0,
498,FC Oleksandriya,,302.0,Csc Nika Stadium,Oleksandria,7000.0,
499,FC Olimpik Donetsk,,296.0,Valeriy Lobanovsky Dynamo Stadium,Kiev,16873.0,
500,SFC Desna Chernihiv,,303.0,Yuri Gagarin Stadium,Chernihiv,12060.0,
501,FC Krylia Sovetov Samara,,115.0,Samara Arena,Samara,41970.0,
502,FC Rostov,,107.0,Rostov Arena,Rostov-on-Don,43472.0,
503,FC Anzhi Makhachkala,,304.0,Anzhi Arena,Kaspiysk,26400.0,
504,FC Dinamo Moscow,,305.0,Arena Khimki,Khimki,18636.0,
505,FC Rubin Kazan,,94.0,Kazan Arena,Kazan,42873.0,
506,Republican FC Akhmat Grozny,,306.0,Akhmat-Arena,Grozny,30597.0,
507,FC Krasnodar,,116.0,Krasnodar Stadium,Krasnodar,34089.0,
508,FC Ural Yekaterinburg,,111.0,Ekaterinburg Arena,Ekaterinburg,33061.0,
509,FC Arsenal Tula,,307.0,Arsenal Stadium,Tula,20074.0,
510,FC Ufa,,308.0,Neftyanik Stadium,Ufa,15132.0,
511,FC Orenburg,,309.0,Gazovik Stadium,Rostoshi,4950.0,
512,FK Yenisey Krasnoyarsk,,310.0,Central Stadium,Krasnoyarsk,22500.0,
513,CD das Aves,,316.0,Estadio Do CD Das Aves,Vila das Aves,8560.0,
514,CD Santa Clara,,317.0,Estadio de Sao Miguel,Ponta Delgada,13277.0,
515,GD Chaves,,325.0,Estadio Municipal Eng. Manuel Branco Teixeira,Chaves,9000.0,
516,AEK Larnaca FC,,327.0,AEK Arena,Larnaca,8000.0,
517,Sarpsborg,,331.0,Sarpsborg Stadion,Sarpsborg,6833.0,
518,Molde FK,,333.0,Aker Stadion,Molde,11249.0,
520,Broendby IF,,85.0,Brondby Stadion,Copenhagen,29000.0,
521,FC Nordsjaelland,,335.0,Right TO Dream Park,Farum,10100.0,
523,BK Hacken,,337.0,Bravida Arena,Gothenburg,6500.0,
5393,Akademiya Ontustik,,7428.0,Stadion Namys,Shymkent,25000.0,
525,FH Hafnarfjordur,,338.0,Kaplakriki,Hafnarfjordur,6738.0,
526,IBV Vestmannaeyjar,,339.0,Hasteinsvöllur,Vestmannaeyjar,3540.0,
527,Stjarnan Gardabae,,340.0,Samsung Vollurinn,Gardabaer,1298.0,
528,Budapest Honved FC,,341.0,Bozsik Jozsef Stadion,Budapest,10000.0,
529,Ujpest FC,,342.0,Megyeri uti,Budapest,13501.0,
530,Ferencvarosi TC,,343.0,Groupama Arena,Budapest,23700.0,
531,HNK Hajduk Split,,344.0,Stadion Poljud,Split,35000.0,
532,HNK Rijeka,,345.0,Stadion HNK Rijeka,Rijeka,8279.0,
536,SK Sigma Olomouc,,349.0,Andruv Stadion,Olomouc,12566.0,
537,AC Sparta Prague,,350.0,Generali Arena,Prague,19784.0,
538,Kuopio PS,,351.0,Savon Sanomat Areena,Kuopio,5300.0,
539,FC Lahti,,352.0,Lahti Stadium,Lahti,14500.0,
540,AS Trencin,,355.0,Stadion na Sihoti,Trencin,4300.0,
541,SK Slovan Bratislava,,356.0,Stadion Pasienky,Bratislava,13295.0,
542,NK Rudar Velenje,,357.0,OB Jezeru City Stadium,Velenje,3500.0,
543,NK Domzale,,358.0,Sportni Park Domzale,Domzale,3100.0,
544,NK Maribor,,359.0,Ljudski VRT,Maribor,12702.0,
545,KS Gornik Zabrze,,362.0,Stadion Im. Ernesta Pohla,Zabrze,24413.0,
546,Derry City FC,,364.0,Brandywell Stadium,Derry,7700.0,
547,Shamrock Rovers FC,,365.0,Tallaght Stadium,Dublin,5947.0,
548,Dundalk FC,,366.0,Oriel Park,Dundalk,6000.0,
549,Levski Sofia,,367.0,Georgi Asparuhov Stadium,Sofia,25000.0,
550,PFC Slavia Sofia,,368.0,Slavia Stadium,Sofia,25556.0,
551,CSKA Sofia,,369.0,Balgarska Armiya Stadium,Sofia,22015.0,
552,Levadia Tallinn,,371.0,Kadriorg Stadium,Tallinn,5000.0,
553,Narva JK Trans,,372.0,Narva Kreenholmi Stadium,Narva,3000.0,
554,FC Brest,,373.0,Regional Sport Complex Brestskiy,Brest,10169.0,
555,FC Shakhter Soligorsk,,374.0,Stroitel Stadium,Soligorsk,4200.0,
556,FC Dinamo Minsk,,375.0,Tractor Stadium,Minsk,16500.0,
557,Anorthosis Famagusta FC,,376.0,Antonis Papadopoulos,Larnaca,11930.0,
559,Cefn Druids,,378.0,The Rock,Rhosymedre,2500.0,
560,FK Buducnost,,379.0,Podgorica City Stadium,Podgorica,17000.0,
561,FK Partizan,,380.0,Partizan Stadium,Belgrade,32170.0,
562,FC Dinamo Tbilisi,,381.0,Boris Paichadze Dinamo Arena,Tbilisi,54549.0,
563,FC Kairat Almaty,,382.0,Central Stadium,Almaty,25057.0,
564,Cliftonville FC,,383.0,Solitude,Belfast,6224.0,
565,Glenavon FC,,384.0,Mourneview Park,Lurgan,9000.0,
566,B36 Torshavn,,385.0,Gundadalur,Torshavn,5000.0,
567,NSI Runavik,,386.0,Runavík Stadium,Runavík,2000.0,
571,FK Rabotnicki Skopje,,9.0,Philip II Arena,Skopje,35000.0,
573,FK Neftchi Baku,,391.0,Bakcell Arena,Baku,11000.0,
574,Partizani Tirana,,392.0,Stadiumi Selman Stermasi,Tirana,9500.0,
575,Banants Yerevan FC,,393.0,Banants Stadium,Yerevan,6000.0,
576,FK Sarajevo,,394.0,Asim Ferhatovic Hase,Sarajevo,34630.0,
577,NK Siroki Brijeg,,395.0,Pecara Stadium,Siroki Brijeg,10000.0,
578,FK Zeljeznicar,,396.0,Grbavica Stadium,Sarajevo,15000.0,
579,Racing FC Union Luxembourg,,397.0,Stade Achille Hammerel,Luxembourg,5814.0,
581,Birkirkara FC,,399.0,Ta' Qali National Stadium,Ta' Qali,17000.0,
582,VMFD Zalgiris,,35.0,LFF Stadium,Vilnius,5400.0,
583,FK Ventspils,,400.0,Ventspils Olimpiskais Stadions,Ventspils,3200.0,
584,Tobol Kostanay,,401.0,Kostanay Central Stadium,Kostanay,8323.0,
585,FC Irtysh Pavlodar,,402.0,Pavlodar Central Stadium,Pavlodar,15000.0,
586,FK Vardar Skopje,,9.0,Philip II Arena,Skopje,35000.0,
587,OFK Titograd,,403.0,Stadion FK Mladost,Podgorica,2000.0,
588,FK Rudar Pljevlja,,404.0,Gradski Stadion,Pljevlja,5140.0,
590,Nomme Kalju FC,,407.0,Hiiu Kunstmurustaadion,Tallinn,1000.0,
591,Tampereen Ilves,,408.0,Tammela Stadium,Tampere,5040.0,
592,Dac 1904 Dunajska Streda,,409.0,MOL Arena,Dunajska Streda,10352.0,
593,Keshla FK,,410.0,Inter Arena,Baku,8125.0,
594,FK Radnicki Nis,,411.0,Stadium Cair,Nis,18151.0,
595,CS Fola Esch,,412.0,Stade Emile Mayrisch,Esch-sur-Alzette,3900.0,
5304,FK Regar-TadAZ Tursunzoda,,7318.0,TALCO Arena,Tursunzade,20000.0,
596,Gandzasar Kapan FC,,413.0,Gandzasar Stadium,Kapan,3500.0,
597,SP Tre Fiori,,414.0,Campo Sportivo Di Fiorentino Federico Crescentini,Fiorentino,700.0,
598,FC Progres Niederkorn,,415.0,Stade Jos Haupert,Niederkorn,4830.0,
599,Bala Town FC,,416.0,Maes Tegid,Bala,1200.0,
600,FC Zaria Balti,,417.0,Stadionul Orasenesc,Balti,5953.0,
601,FC Samtredia,,418.0,Erosi Manjgaladze Stadium,Samtredia,15000.0,
602,FK Gabala,,419.0,Gabala City Stadium,Gabala,8000.0,
603,FK Spartak Subotica,,420.0,Subotica City Stadium,Subotica,13000.0,
604,KF Laci,,421.0,Laci Stadium,Laci,5000.0,
605,Luftetari Gjirokaster,,422.0,Gjirokastra Stadium,Gjirokaster,8400.0,
606,FC Chikhura Sachkhere,,423.0,Tsentraluri Stadioni,Sachkhere,2000.0,
607,FC Viitorul Constanta,,424.0,Stadionul Central Academia Hagi,Ovidiu,3000.0,
608,SS Folgore Falciano Calcio,,425.0,San Marino Stadium,Serravalle,7000.0,
609,UE Engordany,,405.0,Estadi Comunal D'Andorra La Vella,Sant Julia de Loria,900.0,
610,Balzan Youths,,399.0,Ta' Qali National Stadium,Ta' Qali,17000.0,
611,Trakai FK,,35.0,LFF Stadium,Vilnius,5400.0,
612,FC Milsami,,427.0,Csr Orhei,Orhei,2539.0,
613,Gzira United FC,,213.0,Mfa Centenary Stadium,Ta' Qali,3000.0,
1554,LR Vicenza Virtus,,3898.0,Stadio Romeo Menti (Vicenza),Vicenza,,
615,College Europa FC,,226.0,Victoria Stadium,Gibraltar,5000.0,
616,St Josephs FC,,226.0,Victoria Stadium,Gibraltar,5000.0,
617,FK Shkupi,,429.0,Cair Stadium,Skopje,6000.0,
619,Stumbras Kaunas,,431.0,Steponas Darius and Stasys Girenas,Kaunas,8248.0,
621,FC Petrocub,,433.0,Stadionul Orasenesc,Hincesti,1000.0,
622,FC Prishtina,,434.0,Fadil Vokrri Stadium,Pristina,16200.0,
623,Israel,,1391.0,Bloomfield,Tel Aviv,29150.0,
624,Finland,,435.0,Tampere Stadium,Tampere,16800.0,
625,Hungary,,1282.0,Ferenc-Puskás,Budapest,104000.0,
627,Montenegro,,379.0,Podgorica City Stadium,Podgorica,17000.0,
628,Andorra,,624.0,Estadi Nacional,Andorra la Vella,3306.0,
629,Kazakhstan,,153.0,Astana Arena,Astana,30000.0,
630,Latvia,,436.0,Daugava Stadium,Riga,5683.0,
631,Georgia,,381.0,Boris Paichadze Dinamo Arena,Tbilisi,54549.0,
632,San Marino,,1794.0,Stadio Olimpico di Serravalle,Serravalle,7000.0,
634,Kosovo,,434.0,Fadil Vokrri Stadium,Pristina,16200.0,
635,Malta,,1612.0,Ta Qali,Attard,16997.0,
636,Faroe Islands,,575.0,Tórsvøllur,Tórshavn,6040.0,
342,Azerbaijan,,629.0,Elbasan Arena,Elbasan,12800.0,
637,Gibraltar,,226.0,Victoria Stadium,Gibraltar,5000.0,
638,Liechtenstein,,62.0,RheinEnergieStadion,Cologne,50000.0,
639,FYR Macedonia,,622.0,Tose Proeski Arena,Skopje,36460.0,
641,United Arab Emirates,,1792.0,Zayed Sports City Stadium,Abu Dhabi,43620.0,
642,Thailand,,439.0,Rajamangala National Stadium,Bangkok,49722.0,
643,India,,1791.0,Mumbai Football Arena,Mumbai,18000.0,
644,Palestine,,1790.0,Faisal Al-Husseini International Stadion,Al-Ram,20000.0,
645,Jordan,,1608.0,Amman International Stadium,Amman,25000.0,
647,China,,1787.0,Bird's Nest,Beijing,91000.0,
648,Philippines,,440.0,Philippine Sports Stadium,Bocaue,20000.0,
650,Iraq,,1785.0,Franso-Hariri-Stadion,Arbil,40000.0,
651,Yemen,,1784.0,Al Thawra Sports City,San’a,30000.0,
653,Qatar,,1783.0,Khalifa International Stadium,Doha,50000.0,
640,Bahrain,,2557.0,Khalifa Sports City,Isa,,
620,Riga FC,,2699.0,Mežaparks Sports Village,Riga,1500.0,
654,Lebanon,,1782.0,Camille Chamoun Sports City Stadion,Beirut,48837.0,
655,North Korea,,1615.0,1st of May Stadium,Pyongyang,150000.0,
656,Oman,,1781.0,Sultan Qaboos Sports Complex,Muscat,34000.0,
657,Uzbekistan,,1780.0,Bunyodkor Stadium,Tashkent,34000.0,
658,Turkmenistan,,1779.0,Saparmyrat Türkmenbaşy Adyndaky Olimpiýa Stadiony,Asgabat,30000.0,
659,Cameroon,,2028.0,Olembe Stadium,Yaoundé,,
660,Burkina Faso,,1778.0,Stade du 4 Août,Ouagadougou,40000.0,
661,Guinea-bissau,,1770.0,Estádio 24 de Setembro,Bissau,20000.0,
663,Zimbabwe,,1606.0,National Sports Stadium,Harare,60000.0,
664,DR Congo,,1775.0,Stade des Martyrs,Kinshasa,80000.0,
665,Togo,,1774.0,Stade de Kégué,Lome,30000.0,
666,Mali,,1773.0,Stade Modibo Kéita,Bamako,25000.0,
667,Ghana,,1613.0,Accra Sports Stadium,Accra,40000.0,
668,Uganda,,1622.0,Mandela National Stadium,Kampala,45200.0,
700,Lesotho,,2289.0,Setsoto Stadium,Maseru,,
670,Honduras,,443.0,Estadio Olimpico Metropolitano,San Pedro Sula,37325.0,
672,USA,,1196.0,America First Field,Sandy,20213.0,
674,Nicaragua,,445.0,Nicaragua National Football Stadium,Managua,15000.0,
675,El Salvador,,446.0,Estadio Cuscatlan,San Salvador,53400.0,
676,Jamaica,,447.0,Independence Park,Kingston,35000.0,
677,Curacao,,448.0,Estadio Ergilio Hato,Willemstad,15000.0,
678,Libya,,1771.0,11 June Stadium,Tripoli,65000.0,
679,Guinea,,1769.0,Stade du 28 Septembre,Conakry,25000.0,
680,Zambia,,391.0,Bakcell Arena,Baku,11000.0,
681,South Africa,,1710.0,Moses Mabhida Stadion,Durban,65000.0,
682,Cape Verde,,1768.0,Estádio Nacional de Cabo Verde,Praia,15000.0,
684,Angola,,1766.0,Complejo del Sr. da Graça,Benguela,35000.0,
685,Swaziland,,1765.0,Somhlolo National Stadium,Lobamba,20000.0,
686,Sudan,,1764.0,Khartoum Stadium,Khartoum,23000.0,
687,Sierra Leone,,1763.0,National Stadium,Freetown,36000.0,
689,Botswana,,1761.0,Francistown Stadium,Francistown,27000.0,
691,Gambia,,1623.0,Independence Stadium,Bakau,40000.0,
693,Mauritania,,1758.0,Stade Olympique de Nouakchott,Nouakchott,40000.0,
694,Mauritius,,1757.0,Stade Anjalay,Belle Vue,18000.0,
695,Mozambique,,1756.0,Estádio Nacional do Zimpeto,Maputo,42000.0,
696,Namibia,,1755.0,Independence Stadium,Windhoek,25000.0,
697,Tanzania,,1625.0,Benjamini Mkapa National Stadium,Dar-es-Salaam,60000.0,
698,Niger,,1754.0,Stade Général Seyni Kountché,Niamey,30000.0,
701,Liberia,,1752.0,Antoinette Tubman Stadium,Monrovia,10000.0,
702,Madagascar,,1751.0,Stade Municipal de Mahamasina,Antananarivo,22000.0,
705,Seychelles,,1748.0,Stade Linité,Roche Caïman,10000.0,
706,Chad,,1747.0,Stade Omnisports Idriss Mahamat Ouya,Ndjamena,30000.0,
707,Eritrea,,1746.0,Cicero Stadium,Asmara,6000.0,
709,Malawi,,1744.0,Kamuzu Stadium,Blantyre,40000.0,
712,Comoros,,1741.0,Stade de Beaumer,Moroni,3000.0,
713,South Sudan,,1740.0,Juba Stadium,Juba,12000.0,
714,Bolivia,,1279.0,Estadio Hernando Siles,La Paz,41000.0,
715,Paraguay,,1604.0,Estadio Defensores del Chaco,Asuncion,42354.0,
716,Ecuador,,1361.0,Estadio Olímpico Atahualpa,Quito,35742.0,
717,Venezuela,,1605.0,Estadio Polideportivo de Pueblo Nuevo,San Cristóbal,38755.0,
718,Trinidad and Tobago,,1610.0,Hasely Crawford Stadium,Port of Spain,27000.0,
719,Haiti,,1611.0,Stade Sylvio Cator,Port-au-Prince,30000.0,
720,Guatemala,,1609.0,Estadio Doroteo Guamuch Flores,Guatemala,29950.0,
721,Bermuda,,1602.0,BDA National Sports Centre,Devonshire,2000.0,
722,Cuba,,1600.0,Estadio Pedro Marrero,Havana,30000.0,
724,Bahamas,,1738.0,BFA National Development Center,Nassau,15000.0,
725,Barbados,,1737.0,Barbados National Stadium,Waterford,15000.0,
726,Belize,,1736.0,FFB Field,Belmopan,5000.0,
727,Grenada,,1735.0,Grenada National Stadium,St. George´s,9000.0,
728,Montserrat,,1664.0,Blakes Estate Stadium,Montserrat,1000.0,
729,Puerto Rico,,1734.0,Estadio Juan Ramón Loubriel,Bayamon,22000.0,
730,Suriname,,1733.0,André-Kamperveen-Stadion,Paramaribo,6000.0,
325,US Orléans,,452.0,Stade de La Source,Orleans,5849.0,
732,Lentente Ssg,,1731.0,Stade Michel Hidalgo,Saint-Gratien,8000.0,
734,Pau FC,,456.0,Stade Municipal Du Hameau,Pau,13970.0,
735,Stade Lavallois Mayenne FC,,457.0,Stade Francis Le Basser,Laval,18467.0,
736,Rodez Aveyron,,607.0,Stade Paul-Lignon,Rodez,5955.0,
737,Dunkerque,,458.0,Stade Marcel Tribut,Dunkerque,4200.0,
738,FC Chambly Oise,,459.0,Stade Des Marais,Chambly,1000.0,
739,US Avranches,,460.0,Stade René Fenouillère,Avranches,4600.0,
740,US Concarneau,,461.0,Stade Guy Piriou,Concarneau,6500.0,
741,AS Lyon-Duchere,,463.0,Stade de Balmont,Lyon,5600.0,
744,FC Villefranche-Beaujolais,,1729.0,Stade Armand-Chouffet,Villefranche-sur-Saône,3500.0,
745,Jeanne d'Arc de Drancy,,1713.0,Stade Charles-Sage,Drancy,2500.0,
746,Sheffield United,,466.0,Bramall Lane,Sheffield,32702.0,
747,Nottingham Forest,,468.0,City Ground,Nottingham,30603.0,
748,Preston North End,,471.0,Deepdale,Preston,23408.0,
749,Sheffield Wednesday,,472.0,Hillsborough Stadium,Sheffield,39812.0,
750,Rotherham United,,477.0,AESSEAL New York Stadium,Rotherham,12021.0,
751,Millwall FC,,478.0,The Den,London,20146.0,
752,Ipswich Town,,481.0,Portman Road Stadium,Ipswich,30311.0,
753,Bristol City,,485.0,Ashton Gate,Bristol,21497.0,
754,Brentford FC,,1970.0,Brentford Community Stadium,London,,
755,Milton Keynes Dons,,490.0,Stadium MK,Milton Keynes,30500.0,
756,MSV Duisburg,,503.0,Schauinsland-Reisen-Arena,Duisburg,31515.0,
1527,FC Cartagena,,1251.0,Cartagonova,Cartagena,15105.0,
787,Leeds United,,102.0,Elland Road,Leeds,39460.0,
757,FC Union Berlin,,507.0,An der alten Forsterei,Berlin,22012.0,
758,Erzgebirge Aue,,508.0,Sparkassen Erzgebirgsstadion,Aue,15690.0,
759,SSV Jahn Regensburg,,509.0,Continental Arena,Regensburg,15115.0,
760,SG Dynamo Dresden,,511.0,Rudolf-Harbig-Stadion,Dresden,32066.0,
761,SV Sandhausen,,514.0,BWT-Stadion am Hardtwald,Sandhausen,12100.0,
